,0
391,1273.0417176169121
392,1277.263718129404
393,1279.8649506726458
394,1297.2932087123636
395,1330.9191417040358
396,1362.7642308776426
397,1388.0762244714924
398,1438.2800125560536
399,1410.6269096732863
400,1394.6293295323508
401,1386.2353522101216
402,1356.9714860986546
403,1348.757594106342
404,1360.132984112748
405,1365.9057194106342
406,1353.389788981422
407,1345.1158685458038
408,1360.7732875080073
409,1355.9009788597054
410,1348.19732863549
411,1337.9124553491351
412,1333.5904074311336
413,1337.75237950032
414,1339.3931569506726
415,1338.9329388853298
416,1336.8919718129403
417,1332.5599191543881
418,1328.0077622037154
419,1317.9529979500319
420,1300.1345550288277
421,1336.1316115310697
422,1326.9472597053168
423,1326.9472597053168
424,1307.387991928251
425,1273.6620115310698
426,1268.549589109545
427,1282.4661832158872
428,1256.7740094811018
429,1231.3319542600896
430,1240.8864814862268
431,1238.9555665598973
432,1238.9555665598973
433,1246.9993779628442
434,1232.922708007687
435,1234.8436181934655
436,1225.8693659192822
437,1217.5254122998076
438,1218.1457062139652
439,1219.4963461883406
440,1219.4963461883406
441,1194.4744900704675
442,1199.0966802049966
443,1198.2162630365149
444,1184.1996215246636
445,1179.3773365791158
446,1180.027644714926
447,1188.0714561178731
448,1224.098526841768
449,1224.0785173606662
450,1206.1100033311977
451,1205.6097663036514
452,1205.3196288276745
453,1205.3196288276745
454,1199.7669978219087
455,1212.0428144778984
456,1203.988998334401
457,1198.446372069186
458,1193.0638216527866
459,1181.328260986547
460,1194.1743478539395
461,1194.1743478539395
462,1194.0242767456755
463,1190.872783472133
464,1194.4944995515693
465,1194.0542909673286
466,1191.1429114670082
467,1193.544049199231
468,1190.9828356181931
469,1189.5521577194106
470,1189.342058167841
471,1187.8813660474054
472,1186.9909441383727
473,1180.2977727098014
474,1163.599860730301
475,1174.0348051249198
476,1180.6479386290837
477,1209.3915582319025
478,1210.0018474055091
479,1195.965196412556
480,1187.7513044202433
481,1183.5593181294043
482,1182.0886212684177
483,1178.1667629724534
484,1175.3854450992953
485,1176.7560945547723
486,1171.9638238308773
487,1181.3582752081998
488,1189.9523473414476
489,1205.939922741832
490,1209.9218094811017
491,1233.843144138373
492,1229.4610677770659
493,1218.6659527226136
494,1210.5621128763612
495,1217.3353222293401
496,1230.4015133888533
497,1244.5382117873155
498,1256.2537629724534
499,1256.1036918641896
500,1258.5148343369633
501,1254.7930708520178
502,1257.3842986547083
503,1279.764903267136
504,1277.4538081998717
505,1266.8888021780908
506,1256.4138388212684
507,1238.3652868673928
508,1241.0565620755922
509,1230.2914612427928
510,1227.0599300448428
511,1214.0437625880843
512,1220.2066827674566
513,1217.615454964766
514,1218.015644586803
515,1227.9703614349773
516,1242.127069314542
